0.0005535,0.00079072,0.00044265,9.32E-05,0
0.0005863,0.0012869,0.0009318,0.00013871,0
0.00063653,0.0018556,0.001533,0.00021777,0
0.00068919,0.0015495,0.0015601,0.00030884,0
0.00074547,0.0010078,0.0014028,0.00038526,0
0.00079608,0.001093,0.0014043,0.00046006,0
0.00084112,0.0013363,0.0014208,0.00060276,0
0.00089016,0.0014888,0.0013123,0.00031006,0
0.00093284,0.0016253,0.0011793,0.00060554,0
0.00094369,0.0016634,0.001179,0.00053568,0
0.00093936,0.0016596,0.0012192,0.00047087,0
0.00092657,0.001633,0.0012568,0.00041541,0
0.00090662,0.0015919,0.0012969,0.00036877,0
0.00088982,0.001583,0.0013023,0.00034511,0
0.00087082,0.0015814,0.0012941,0.0003324,0
0.00084935,0.0015768,0.0012815,0.00032036,0
0.00082483,0.0015705,0.0012612,0.00031132,0
0.00079173,0.0015564,0.0012491,0.00029896,0
0.00079685,0.0015951,0.0012378,0.00028638,0
0.00069986,0.0014904,0.0011883,0.00027921,0
0.00040482,0.0012205,0.0011833,0.0002979,0
0.0010859,0.0020189,0.0010931,0.00025422,0
0.0004533,0.00075071,0.00076159,0.00010115,0
0.00054618,0.002401,0.0016655,0.00049803,0
0.0005952,0.0013761,0.00092854,0.00017365,0
0.0005754,0.0015037,0.00099581,0.00024332,0
0.00053142,0.0015053,0.00099226,0.00031059,0
0.00048943,0.001072,0.00087961,0.00022966,0
0.00045832,0.0005991,0.00074529,0.00011779,0
0.00051606,0.0011673,0.00083105,0.00036483,0
0.00060424,0.0016354,0.00097999,0.00061307,0
0.00071779,0.0031476,0.0011807,0.00085598,0
0.00083417,0.00158,0.0013853,0.00032723,0
0.00087568,0.001774,0.001409,0.00037463,0
0.0008931,0.0019012,0.0013717,0.00045151,0
0.00088226,0.0016971,0.0013013,0.00042314,0
0.00086464,0.0014027,0.0012189,0.00037133,0
0.00091327,0.0014512,0.0012401,0.00038593,0
0.00096859,0.0015885,0.0012886,0.00041311,0
0.0010556,0.0017599,0.0013459,0.00045243,0
0.0011296,0.0019303,0.0013992,0.00048787,0
0.0010462,0.0019029,0.0013714,0.0004566,0
0.00091156,0.0018074,0.0013103,0.00040504,0
0.00074098,0.0016653,0.0012472,0.00033363,0
0.00056785,0.0015112,0.0011752,0.00026167,0
0.00052862,0.0014716,0.0011005,0.00025888,0
0.00053971,0.0014525,0.0010287,0.00027802,0
0.00056682,0.0015187,0.00094684,0.00031325,0
0.00057292,0.0015321,0.00084073,0.00035125,0
0.00063233,0.0014161,0.00086062,0.00033523,0
0.00081662,0.0014317,0.00099287,0.00029505,0
