0.15203,0.05128,0.037606,0.045872,0
0.15259,0.05215,0.03844,0.04675,0
0.15306,0.052889,0.039156,0.0475,0
0.1525,0.052463,0.03881,0.047096,0
0.1516,0.051536,0.037999,0.046193,0
0.15032,0.050563,0.037177,0.045258,0
0.14898,0.049471,0.036243,0.044203,0
0.14855,0.04832,0.035165,0.043053,0
0.14832,0.047217,0.034119,0.041945,0
0.14836,0.046108,0.033049,0.040821,0
0.14839,0.045129,0.032112,0.039831,0
0.14703,0.044724,0.03185,0.039476,0
0.14521,0.044685,0.031979,0.039504,0
0.14401,0.044505,0.031921,0.039376,0
0.14297,0.04453,0.032047,0.039447,0
0.1414,0.045544,0.033181,0.040512,0
0.14029,0.04689,0.034617,0.041895,0
0.13895,0.048693,0.03656,0.043759,0
0.1385,0.050629,0.038579,0.045732,0
0.14212,0.050802,0.038364,0.045757,0
0.14788,0.050228,0.037196,0.044954,0
0.15526,0.050914,0.037151,0.04534,0
0.16415,0.051743,0.037131,0.04582,0
0.17263,0.050368,0.035114,0.044215,0
0.18189,0.049282,0.033413,0.042909,0
0.19218,0.047483,0.031115,0.040934,0
0.20376,0.046884,0.029897,0.040105,0
0.21873,0.054434,0.035493,0.046886,0
0.23624,0.06808,0.046425,0.059444,0
0.25463,0.08553,0.06116,0.075826,0
0.27472,0.11001,0.08311,0.09927,0
0.29832,0.14591,0.11732,0.13417,0
0.32345,0.19326,0.16541,0.18115,0
0.35168,0.26373,0.24238,0.25253,0
0.38018,0.35293,0.34689,0.34507,0
0.39851,0.4026,0.40675,0.39898,0
0.41153,0.42741,0.43619,0.42793,0
0.42139,0.44239,0.45372,0.44708,0
0.42817,0.4446,0.45525,0.45295,0
0.43576,0.44823,0.45844,0.46016,0
0.44196,0.449,0.4583,0.46426,0
0.44619,0.43959,0.44531,0.45732,0
0.44831,0.42739,0.42937,0.44711,0
0.44654,0.42589,0.42864,0.44859,0
0.44244,0.42704,0.43209,0.45307,0
0.43643,0.42739,0.43486,0.4557,0
0.42901,0.4272,0.43719,0.45752,0
0.42234,0.42319,0.43504,0.45691,0
0.41549,0.41754,0.43102,0.4544,0
0.40654,0.41022,0.42302,0.44983,0
0.39735,0.40234,0.41461,0.44377,0
0.38913,0.39592,0.40898,0.43482,0
0.37985,0.38883,0.40069,0.42268,0
0.37709,0.38595,0.41018,0.41727,0
0.37406,0.38267,0.42399,0.41067,0
0.35361,0.36693,0.37917,0.38411,0
0.33187,0.34981,0.32762,0.35624,0
0.30748,0.33034,0.32342,0.32551,0
0.28709,0.31331,0.33273,0.29964,0
0.2964,0.31758,0.33579,0.30661,0
0.3203,0.33158,0.34176,0.32917,0
0.33426,0.33819,0.34515,0.34054,0
0.35074,0.34589,0.35026,0.35438,0
0.39877,0.37202,0.37598,0.40164,0
0.45126,0.39834,0.40267,0.45326,0
0.52896,0.43631,0.44214,0.531,0
0.59575,0.46503,0.47264,0.59692,0
0.50046,0.40857,0.41331,0.49317,0
0.36821,0.32898,0.33013,0.35455,0
0.26878,0.26222,0.26219,0.2538,0
0.18836,0.20328,0.2025,0.17427,0
0.12556,0.15391,0.15128,0.11293,0
0.083973,0.11681,0.11323,0.07351,0
0.053498,0.086068,0.082115,0.045399,0
0.035256,0.064646,0.060914,0.029153,0
0.030469,0.056583,0.05409,0.025406,0
0.028929,0.053156,0.052245,0.025484,0
0.030557,0.05124,0.051451,0.02651,0
0.039373,0.050952,0.052449,0.029172,0
0.025367,0.051022,0.055124,0.033134,0
0.044497,0.051773,0.058853,0.038353,0
0.047396,0.053453,0.0643,0.046138,0
0.052733,0.055894,0.07068,0.055879,0
0.056013,0.058057,0.072652,0.06114,0
0.05811,0.060007,0.072024,0.063524,0
0.064471,0.065212,0.076695,0.071049,0
0.070584,0.071004,0.080961,0.078182,0
0.064314,0.070305,0.07281,0.072307,0
0.058026,0.069428,0.065024,0.066198,0
0.043643,0.062939,0.050231,0.05075,0
0.034124,0.058345,0.040314,0.040307,0
0.051626,0.075549,0.056968,0.060232,0
0.093448,0.10738,0.094933,0.1067,0
0.20976,0.16876,0.18633,0.23218,0
0.46095,0.25108,0.34587,0.49394,0
0.43102,0.27565,0.37986,0.46085,0
0.30102,0.32253,0.41815,0.3243,2
0.18016,0.12572,0.13665,0.19543,2
0.10321,0.18996,0.19152,0.11289,2
0.098505,0.16786,0.16484,0.10712,3
0.11111,0.1646,0.1641,0.11895,5
0.13377,0.1834,0.18596,0.14473,5
0.16544,0.21051,0.21881,0.18027,5
0.16279,0.18768,0.19618,0.16813,4
0.15217,0.16125,0.1678,0.14839,5
0.13098,0.11836,0.12422,0.11385,4
0.1137,0.089062,0.09377,0.089192,4
0.13513,0.11716,0.11817,0.11805,4
0.17333,0.17807,0.16976,0.17846,4
0.24957,0.3302,0.29304,0.32531,3
0.35126,0.59947,0.49576,0.57951,4
0.31321,0.49704,0.40591,0.48807,3
0.24197,0.31872,0.21911,0.32116,3
0.15532,0.17712,0.15927,0.18401,4
0.10001,0.096069,0.26919,0.10286,3
0.099602,0.089852,0.011305,0.096696,4
0.10534,0.10225,0.17518,0.10958,3
0.20699,0.12174,0.12853,0.12917,3
0.61565,0.15162,0.1213,0.15879,2
0.15492,0.16467,0.1252,0.1723,2
0.0095304,0.17213,0.14122,0.18027,2
0.55885,0.18287,0.15001,0.19165,2
0.17315,0.19377,0.15924,0.20285,2
0.28599,0.20859,0.17258,0.21469,1
0.26167,0.22598,0.18884,0.22687,1
0.25221,0.23902,0.20145,0.2358,1
0.22061,0.25161,0.21412,0.24362,1
0.22444,0.27573,0.23856,0.25695,1
0.23432,0.30103,0.26499,0.26987,0
0.25233,0.33113,0.29741,0.2836,0
0.29156,0.35652,0.32613,0.29385,0
0.2575,0.33601,0.30745,0.28267,0
0.129,0.29649,0.2196,0.26162,0
0.52078,0.26488,0.2586,0.24386,0
0.58311,0.23157,0.78809,0.22411,0
0.022923,0.1876,0.019044,0.19563,0
0.35366,0.15072,0.2916,0.16941,0
0.18368,0.11636,0.12973,0.14301,0
0.1149,0.091775,0.074648,0.12202,0
0.11109,0.091193,0.070802,0.11956,0
0.1324,0.10042,0.086372,0.12452,0
0.14021,0.10845,0.094805,0.12712,0
0.15077,0.12021,0.10715,0.13148,1
0.17929,0.14416,0.13161,0.14418,1
0.21252,0.17231,0.16116,0.15752,1
0.26462,0.21687,0.20868,0.17812,1
0.31428,0.26211,0.25906,0.19532,1
0.25746,0.22706,0.2262,0.16826,1
0.22873,0.20189,0.20666,0.16618,2
0.11212,0.11674,0.115,0.090646,1
0.015852,0.02785,0.023093,0.014837,2
0.69486,0.37812,0.49958,0.71062,2
0.011249,0.019872,0.017516,0.014625,2
0.012214,0.019936,0.018718,0.019211,1
0.010457,0.016885,0.016396,0.019552,1
0.0099211,0.015345,0.01517,0.018163,1
0.009515,0.01403,0.013966,0.015647,0
0.010562,0.014289,0.014508,0.01552,0
0.012522,0.015259,0.015841,0.015989,0
0.015156,0.016374,0.017406,0.016201,0
0.018451,0.017676,0.019241,0.016517,0
0.023995,0.019942,0.022281,0.017324,0
0.030923,0.022519,0.025796,0.018369,0
0.03268,0.022978,0.026685,0.019284,0
0.031931,0.022601,0.026471,0.020327,0
0.030287,0.021961,0.025921,0.021135,0
0.028032,0.021161,0.025118,0.022047,0
0.027239,0.021095,0.025122,0.024301,0
0.026723,0.021236,0.025355,0.027026,0
0.025935,0.021369,0.025492,0.030547,0
0.025125,0.021549,0.025681,0.034194,0
0.023934,0.021439,0.025745,0.034202,0
0.022582,0.021223,0.025744,0.03253,1
0.022062,0.021485,0.026342,0.031522,1
0.021663,0.021861,0.027085,0.030224,1
0.019893,0.02151,0.026746,0.027447,1
0.018339,0.021291,0.026476,0.024988,1
0.016577,0.020843,0.025969,0.022114,1
0.015478,0.020849,0.025967,0.020113,1
0.01797,0.023781,0.029476,0.022591,0
0.023069,0.028796,0.035538,0.027936,0
0.029728,0.035322,0.042527,0.034612,0
0.039586,0.04422,0.051908,0.044256,0
0.055248,0.055685,0.066562,0.059153,0
0.077006,0.069957,0.085351,0.078947,0
0.11339,0.08973,0.11559,0.11203,1
0.16272,0.11388,0.15337,0.15536,1
